method,venue,year,prompt,training_setting,split_or_domain,metric,value,source_url,source_location,status,verified_on,notes
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,152.45,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,315.88,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,37.04,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Full Test,MAE,32.43,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Full Test,RMSE,144.35,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Full Test,NAE,0.71,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,General Scene,MAE,26.96,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Remote Sensing,MAE,12.36,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Histopathology,MAE,76,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Cellular Microscopy,MAE,198.35,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Agriculture,MAE,305.21,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
LocateAnything-3B,arXiv,2026,not fully reported in CLOC paper,official checkpoint; no CLOC fine-tuning reported,Microbiology,MAE,31.18,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Full Test,MAE,8.39,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Full Test,RMSE,32,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Full Test,NAE,0.65,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,General Scene,MAE,7.36,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Remote Sensing,MAE,6.19,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Histopathology,MAE,16.64,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Cellular Microscopy,MAE,38.65,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Agriculture,MAE,41.78,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
Count Anything,arXiv,2026,category name; prompt_text=__auto__,trained on full CLOC train split; SAM3 encoder frozen; LoRA cross-modal encoder; RSC/PDC trained for 30 epochs,Microbiology,MAE,4.3,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
